step,body_id,x,y,z
300,99,1.54053e+11,8.4418e+09,-2.60145e+06
300,100,1.42341e+11,-7.9843e+09,-2.55629e+07
300,101,1.47747e+11,1.75166e+10,4.93976e+07
300,102,1.53849e+11,1.10593e+10,9.87821e+06
300,103,1.52526e+11,1.17502e+09,-1.39857e+08
300,104,1.63926e+11,6.04335e+09,-8.23582e+07
300,105,-1.18348e+11,-2.7567e+11,8.56396e+09
300,106,7.04281e+10,3.93751e+11,-6.61226e+09
400,0,1.18163e+06,20173.8,534.129
400,1,9.56255e+09,4.90887e+10,277.388
400,2,-3.11907e+10,9.50136e+10,126.553
400,3,-1.06707e+11,-1.05422e+11,3038.36
400,4,1.49524e+11,1.19498e+10,203.277
400,5,1.61953e+11,3.06079e+10,-1.53139e+08
400,6,1.44253e+11,1.82735e+10,-1.6221e+07
400,7,1.50142e+11,1.67005e+10,-5.73597e+06
400,8,1.42101e+11,7.49541e+09,3.04206e+07
400,9,1.46367e+11,5.66288e+09,2.14592e+07
400,10,1.53373e+11,9.24779e+09,-9.99682e+06
400,11,1.5868e+11,9.1632e+09,-6.4367e+07
400,12,1.47734e+11,-1.12556e+10,1.02345e+08
400,13,1.70919e+11,2.38042e+10,1.08835e+08
400,14,1.56166e+11,2.43812e+10,2.69675e+08
400,15,1.46677e+11,-5.34348e+08,-2.0737e+08
400,16,1.50877e+11,1.07705e+09,-2.9251e+07
400,17,1.55089e+11,2.14044e+10,-1.32784e+07
400,18,1.5087e+11,3.46408e+10,-2.35371e+08
400,19,1.56856e+11,3.91186e+09,-3.7516e+07
400,20,1.55305e+11,2.55136e+09,-9.1513e+07
400,21,1.54601e+11,1.14181e+10,1.62698e+07
400,22,1.50409e+11,7.08756e+09,-1.46225e+06
400,23,1.49736e+11,2.7799e+10,-1.68356e+08
400,24,1.36176e+11,2.99238e+10,4.64884e+08
400,25,1.55434e+11,1.71949e+10,2.92319e+07
400,26,1.60299e+11,1.00155e+10,7.46019e+07
400,27,1.4026e+11,9.38892e+09,8.31347e+07
400,28,1.50046e+11,2.76435e+09,3.21875e+07
400,29,1.42892e+11,2.4071e+10,-1.15258e+07
400,30,1.3714e+11,-1.9642e+08,1.99498e+07
400,31,1.42622e+11,1.36455e+10,-6.12331e+07
400,32,1.69787e+11,1.41819e+10,-1.55669e+08
400,33,1.43158e+11,2.09723e+10,-1.8621e+07
400,34,1.39017e+11,1.14184e+10,1.64357e+07
400,35,1.41829e+11,1.71769e+10,3.99574e+07
400,36,1.52291e+11,2.45757e+10,1.68261e+08
400,37,1.45144e+11,8.48172e+09,-1.71951e+07
400,38,1.52712e+11,4.61923e+09,-595065
400,39,1.32363e+11,2.33332e+10,1.11173e+08
400,40,1.62409e+11,3.27176e+09,2.05154e+08
400,41,1.57486e+11,1.39664e+10,2.97564e+07
400,42,1.64226e+11,6.69654e+09,-9.35469e+07
400,43,1.49261e+11,-1.13165e+10,-2.5528e+08
400,44,1.49349e+11,-6.28128e+09,1.67012e+08
400,45,1.46816e+11,-2.22203e+09,1.76431e+08
400,46,1.54246e+11,4.84172e+09,-4.04514e+07
400,47,1.59855e+11,2.47326e+10,-3.95068e+06
400,48,1.43832e+11,1.04412e+10,-1.59789e+07
400,49,1.52574e+11,2.48565e+10,7.83554e+06
400,50,1.41278e+11,2.2121e+10,-3.01059e+07
400,51,1.27026e+11,-1.66862e+08,7.11158e+07
400,52,1.44455e+11,1.82955e+10,1.18588e+07
400,53,1.63295e+11,-9.30477e+09,1.39963e+08
400,54,1.30639e+11,-3.38439e+09,2.04441e+08
400,55,1.49042e+11,-2.13518e+09,2.42156e+07
400,56,1.56762e+11,1.83425e+10,-6.15293e+06
400,57,1.61617e+11,3.85925e+09,3.30556e+06
400,58,1.5396e+11,5.1208e+09,-4.20001e+07
400,59,1.49095e+11,-1.77645e+09,5.80973e+07
400,60,1.62104e+11,7.99386e+09,1.6802e+08
400,61,1.25827e+11,1.43775e+10,1.17424e+08
400,62,1.38673e+11,1.43346e+10,-5.41149e+06
400,63,1.35544e+11,1.67995e+10,7.95382e+06
400,64,1.54574e+11,6.53764e+09,-5.43365e+07
400,65,1.55633e+11,7.86727e+09,4.51543e+07
400,66,1.55117e+11,3.49528e+10,1.76119e+08
400,67,1.47307e+11,-8.52463e+08,-6.36122e+07
400,68,1.41487e+11,8.91133e+09,1.12321e+08
400,69,1.38713e+11,7.84999e+09,-9.14865e+07
400,70,1.57188e+11,1.36185e+10,-1.84353e+07
400,71,1.53918e+11,6.95096e+09,-669502
400,72,1.4509e+11,1.22557e+10,-6.55299e+06
400,73,1.40092e+11,-3.04884e+09,-1.87214e+08
400,74,1.3588e+11,3.42979e+10,2.10215e+08
400,75,1.58484e+11,1.15631e+10,669388
400,76,1.481e+11,2.3476e+10,-9.12203e+07
